0.0043911,-0.0014033,0.00093277,0.010556
0.0043765,-0.00096048,0.0003556,0.0094611
0.0041339,-0.00052599,-0.00021949,0.0083978
0.0038705,-0.00010217,-0.00079504,0.0074533
0.0035958,0.00030524,-0.0013523,0.0070344
0.0032883,0.00068953,-0.0021579,0.006743
0.0029644,0.0010474,-0.0024822,0.0062907
0.0026355,0.0013777,-0.0008587,0.0058436
0.0023141,0.0016802,-0.00022263,0.0053217
0.002008,0.0019553,-0.0035571,0.0047981
0.0017308,0.0022034,-0.0057735,0.004357
0.0014961,0.0024215,-0.0037514,0.0038898
0.0013097,0.0026084,-0.0023279,0.0033502
0.00118,0.0027658,-0.0031257,0.0028058
0.00111,0.0028952,-0.0036634,0.0022715
0.0010942,0.0029996,-0.0037952,0.0017513
0.0011315,0.0030799,-0.0039714,0.0012854
0.0012154,0.0031361,-0.00394,0.00084637
0.0013339,0.003168,-0.0038844,0.00042624
0.0014803,0.003177,-0.003904,5.7076e-05
0.0016445,0.0031672,-0.0038937,-0.00026004
0.0018132,0.0031419,-0.00386,-0.0005265
0.0019822,0.0031044,-0.0038223,-0.00074643
0.0021432,0.0030547,-0.0037776,-0.00092293
0.0022846,0.0029913,-0.0037302,-0.0010577
0.0024021,0.0029158,-0.0036833,-0.001149
0.0024862,0.002829,-0.0036379,-0.0011233
0.0025262,0.0027344,-0.0035974,-0.0011695
0.0025205,0.0026367,-0.0035596,-0.0014782
0.002465,0.0025367,-0.0035223,-0.0017811
0.0023562,0.002434,-0.0034884,-0.0021158
0.0021993,0.0023295,-0.0034591,-0.0022694
0.0019968,0.0022247,-0.0034384,-0.0023409
0.0017519,0.0021198,-0.0034295,-0.0016506
0.001477,0.0020191,-0.0034293,0.0020572
0.0011786,0.0019223,-0.0034326,0.0040288
0.00086315,0.0018265,-0.0034367,-0.00039384
0.00054224,0.0017341,-0.0034382,-0.00378
0.00021902,0.001645,-0.0034321,-0.0027661
-0.00010229,0.0015614,-0.0034174,-0.0019197
-0.00041253,0.0014889,-0.0033896,-0.0014151
-0.00070873,0.0014291,-0.0033425,-0.00073556
-0.00098585,0.0013837,-0.0032754,-0.00050999
-0.0012365,0.0013547,-0.0031865,-0.0003986
-0.00146,0.0013403,-0.0030769,-0.00050247
-0.0016551,0.0013401,-0.0029509,-0.00065817
-0.001818,0.0013566,-0.0028088,-0.00070976
-0.0019503,0.0013879,-0.002648,-0.0007746
-0.0020533,0.0014372,-0.0024668,-0.00080367
-0.002126,0.0015079,-0.0022638,-0.000832
-0.0021751,0.0015988,-0.0020406,-0.0008966
-0.0022054,0.0017163,-0.0018043,-0.00094278
-0.0022181,0.0018554,-0.0015589,-0.00094295
-0.0022193,0.0020086,-0.0013062,-0.00094488
-0.0022109,0.002176,-0.0010516,-0.00095993
-0.0021931,0.002351,-0.0007962,-0.00098226
-0.0021712,0.0025301,-0.00054266,-0.0010311
-0.0021487,0.0027132,-0.00029742,-0.0010899
-0.0021275,0.0028927,-6.1541e-05,-0.0011493
-0.0021121,0.0030597,0.00016662,-0.0012204
-0.0021039,0.003212,0.00038878,-0.001299
-0.0021019,0.00336,0.00060948,-0.0013804
-0.0021093,0.0034752,0.00083176,-0.0014651
-0.0021278,0.0035093,0.0010513,-0.0015475
-0.0021571,0.0035681,0.0012634,-0.0016232
-0.0021996,0.0036213,0.0014685,-0.0016922
-0.0022538,0.0037397,0.0016496,-0.0017494
-0.0023156,0.0041905,0.0018027,-0.0017909
