0.013732,-0.0045121,-0.010903,-0.017683
0.0094484,-0.0064506,0.0038402,-0.016795
0.0050374,-0.0082594,0.0019039,-0.015903
0.00060629,-0.0098914,0.00024926,-0.015248
-0.0036574,-0.011309,4.6751e-05,-0.015009
-0.007654,-0.012505,-0.00048016,-0.014984
-0.011454,-0.013544,-0.00018169,-0.014852
-0.015146,-0.014478,0.00082057,-0.014658
-0.018709,-0.015302,0.0026859,-0.014244
-0.022095,-0.016007,0.0048799,-0.013666
-0.025235,-0.016577,0.0070361,-0.013243
-0.02807,-0.01701,0.0094059,-0.01297
-0.030623,-0.017329,0.011629,-0.012736
-0.032893,-0.017553,0.013503,-0.012437
-0.034827,-0.017667,0.015136,-0.011926
-0.036381,-0.017655,0.016396,-0.011236
-0.037556,-0.017529,0.017291,-0.010483
-0.038386,-0.017306,0.018,-0.0097001
-0.038937,-0.017017,0.018457,-0.0088738
-0.039277,-0.01669,0.018582,-0.0080007
-0.039448,-0.016334,0.018462,-0.0070938
-0.039484,-0.015954,0.018123,-0.0062024
-0.039418,-0.015561,0.017608,-0.005396
-0.039275,-0.01517,0.017006,-0.004695
-0.039089,-0.014789,0.016324,-0.0040889
-0.038886,-0.014426,0.015558,-0.003553
-0.038682,-0.014087,0.014731,-0.0030611
-0.038493,-0.013766,0.013865,-0.0026182
-0.03833,-0.013462,0.012998,-0.0022409
-0.038207,-0.013179,0.012165,-0.0019469
-0.038145,-0.012911,0.01138,-0.0017463
-0.038158,-0.012656,0.010657,-0.0016295
-0.038246,-0.012412,0.010016,-0.0015862
-0.0384,-0.012165,0.0094737,-0.0016139
-0.038608,-0.011907,0.009055,-0.0017115
-0.038855,-0.01163,0.0087706,-0.0018721
-0.039129,-0.011327,0.0086123,-0.002081
-0.03942,-0.010995,0.0085715,-0.0023139
-0.039713,-0.010631,0.0086393,-0.0025463
-0.039996,-0.010228,0.0088031,-0.0027663
-0.04026,-0.009785,0.0090571,-0.0029642
-0.040497,-0.0092991,0.0093938,-0.0031295
-0.040702,-0.0087666,0.0097993,-0.0032699
-0.040868,-0.0081925,0.010263,-0.0033963
-0.040991,-0.0075668,0.010771,-0.0034683
-0.041063,-0.0069144,0.011306,-0.0034709
-0.041077,-0.0062887,0.011856,-0.0034049
-0.041029,-0.0056047,0.012406,-0.003258
-0.040917,-0.0047908,0.012944,-0.0030442
-0.04074,-0.0039819,0.013462,-0.0025768
-0.040497,-0.0032459,0.013955,-0.0023545
-0.040189,-0.0025039,0.014413,-0.0032212
-0.039821,-0.0017517,0.014828,-0.00359
-0.039395,-0.0010232,0.015194,-0.0021025
-0.038917,-0.00032008,0.015505,-0.00099113
-0.038391,0.00034329,0.015759,-0.0013347
-0.037823,0.00095493,0.015953,-0.0015597
-0.037216,0.0015125,0.016081,-0.0013806
-0.036577,0.0020075,0.016139,-0.0012862
-0.03591,0.0024366,0.016125,-0.0011684
-0.035222,0.0027941,0.01604,-0.0010883
-0.034517,0.0030713,0.015887,-0.0011331
-0.033804,0.0032671,0.015671,-0.0012284
-0.033088,0.0033789,0.015395,-0.001369
-0.032377,0.0034061,0.015065,-0.001566
-0.031676,0.0033553,0.014688,-0.0018125
-0.030995,0.0032306,0.014266,-0.0021036
-0.030337,0.003036,0.013811,-0.0024323
-0.029708,0.0027788,0.01333,-0.0027906
-0.029113,0.0024662,0.012831,-0.0031647
-0.028554,0.0021062,0.012326,-0.0035424
-0.028034,0.0017089,0.01182,-0.0039167
-0.027557,0.0012832,0.011321,-0.0042807
-0.027125,0.00083469,0.010839,-0.0046327
-0.026741,0.00037036,0.01038,-0.0049713
-0.026409,-0.00010464,0.0099502,-0.0052926
-0.02613,-0.00058392,0.0095557,-0.0055961
-0.025904,-0.0010584,0.0091987,-0.0058825
-0.025733,-0.0015236,0.0088804,-0.0061534
-0.025614,-0.0019762,0.0086023,-0.0064143
-0.025546,-0.0024138,0.0083644,-0.0066711
-0.025527,-0.0028372,0.0081659,-0.0069282
-0.025551,-0.0032465,0.0080072,-0.0071929
-0.025613,-0.0036426,0.0078853,-0.0074736
-0.025708,-0.0040272,0.0077958,-0.0077788
-0.025829,-0.0044051,0.007735,-0.0081203
-0.02597,-0.0047806,0.0076957,-0.0085063
-0.026126,-0.0051572,0.0076724,-0.0089406
-0.026288,-0.0055392,0.0076603,-0.0094261
-0.026447,-0.0059266,0.0076524,-0.0099609
-0.026594,-0.0063195,0.0076423,-0.010542
-0.026715,-0.006719,0.0076247,-0.011164
-0.0268,-0.0071249,0.007594,-0.011819
-0.026842,-0.0075384,0.0075455,-0.012494
-0.02683,-0.0079592,0.0074771,-0.013177
